"analysis_id","user_id","answer_id","question_id","mistake_type","confused_concepts","analysis_comment","recommended_training","confidence_score","outdated_knowledge_influence","syllabus_version","created_at"
"a596b426-7d81-42a4-8594-6d65e32408dc","user_001","3c3ae881-e373-40be-8c58-74819fbce8c1","q_037","term_confusion","コーポレートガバナンス（企業統治）;ブランド／ブランディング（企業ブランド価値の向上）;競争優位の源泉（独自のスキル・技術＝いわゆるコア・コンピタンス／競争優位）;資本調達（ファイナンス）","選択肢dは「競合他社では提供が不可能な価値をもたらす独自のスキルや技術」であり、企業統治（コーポレートガバナンス）の定義（株主等の利害関係者による経営者の監視・監督）とは別概念です。そのため、用語の理解というより「ガバナンス」と「競争優位（独自技術・スキル）/ブランド/資本調達」といった他の用語を混同した可能性が高いです。設問文が「説明として適切なもの」であるため、定義の一致（監視・監督が中心か）を見落とした（または結び付けを誤った）パターンも考えられますが、最も直接的には用語混同です。","コーポレートガバナンスは「誰が（株主など）・何を（経営者の監視・監督）して、企業活動を律する枠組みか」をキーワードで固定し、毎回選択肢の中から「監視/監督/株主などの利害関係者/枠組み」に合致するかを確認する練習をしてください（dのような『独自のスキル・技術』『競争優位』『ブランド価値』『資本調達』は別領域として切り分けます）。","0.62","false","シラバスVer.6.5","2026-07-05T14:06:13.621Z"
"ffc22c5d-0447-4780-9209-b30b8292bf38","user_001","f7d913d7-e623-4f85-9004-1c245130ec79","q_093","knowledge_gap","他人受入率（FAR）と安全性の関係;本人拒否率（FRR）と利便性の関係;“高く/低く”の対応関係の取り違え","誤答は選択肢ア（a=高く、b=高く）を選んでいるため、本文の「安全性重視」「利便性重視」と、各“率”をどう設定するかの対応関係を取り違えた可能性が高いです。少なくとも根拠となる正しい対応は、「安全性重視→他人受入率を低く」「利便性重視→本人拒否率を低く」なので、aとbがともに“高く”になる選択肢は整合しません。なお、シラバスVer.6.5での表現・考え方自体が一般的に変わるタイプの問題ではないため、旧ルールとの差での誤りというより知識・理解の不足（または選択時の対応表の取り違え）の可能性が高いです。","バイオメトリクス認証の評価指標として「他人受入率(FAR)」と「本人拒否率(FRR)」がそれぞれ“高い/低い”と安全性・利便性のどちらに寄るかを、FARは低いほど安全、FRRは低いほど利便という対応で整理し、問題文中の語（安全性/利便性）からa・bを直接決める練習をしてください。","0.72","false","シラバスVer.6.5","2026-07-05T14:06:26.275Z"
"1f6c3931-d6ac-4d99-8c4d-3d0f518562f2","user_001","c1c31a88-35d2-47af-939a-6723d426ae07","q_024","term_confusion","パブリシティ権;商標権","問題文は「人気のある選手の背広姿（肖像など）を撮影しプリントしてフリーマーケットで販売」という“肖像（氏名・写真）を商業的に使って集客力を収益化する”趣旨です。この場合、保護の中心は著名人の氏名・肖像が持つ顧客吸引力（＝パブリシティ権）であり、商標権（標章としての出所識別・商標登録の保護）とは前提が異なります。選択肢b（商標権）を選んだのは、肖像/名前の“商業利用”を商標のような知財全般と混同した可能性が高いです。なお、誤答は現在ルールと矛盾しておらず（正解もdのまま）、当時と現在でのルール差による影響は考えにくいです。","パブリシティ権と商標権の違い（肖像・氏名の顧客吸引力を無断で利用するのがパブリシティ権、商標は出所を識別する“標章”の権利であること）を、類似問題で見分ける練習をしてください。","0.78","false","シラバスVer.6.5","2026-07-05T14:06:35.376Z"
"68734d0e-839a-40d5-86aa-aec1611ef936","user_001","f2fc522d-805d-4088-9009-dce1e5dca949","q_109","misread_question","APT攻撃（長期間・標的型・複数手法）;ゼロデイ攻撃（未知の脆弱性を突く）;標的型攻撃と攻撃手法（侵入後の継続性の有無）","設問文は「特定の組織や個人を標的」「複数の攻撃手法を使う」「長期間にわたり継続的に攻撃」といった“APT攻撃の特徴”を問うています。一方、あなたの選択肢はゼロデイ攻撃（c）で、これは主に“未知の脆弱性を悪用する”点が中心で、設問で強調されている「長期にわたり継続的に、複数手法で標的へ行う」という説明とは結び付きにくいです。そのため、用語の知識不足というより、設問の特徴（APTの3要素）と選択肢の内容を対応づけて読み取れなかった可能性が高いです。","APT攻撃は「標的型（特定の組織・個人）」「複数手法の組合せ」「長期間・継続的」の3点セットで説明できるよう、各サイバー攻撃の“目的/標的の有無/時間的特徴（長期かどうか）/手法の特徴（複数か単発か）”を比較する練習をしてください。","0.7","false","シラバスVer.6.5","2026-07-05T14:06:43.746Z"
"e8faf04e-93f4-426d-be8c-7a9cba93bb2e","user_001","4aa97e7b-0949-4246-bf16-4a349bf3ffbb","q_021","misread_question","IoT（モノのセンサー/デバイス×ネットワーク×監視・制御）と、単なるクラウドストレージ（データ保存）の違い","設問は「IoTを利用したシステムの事例」ですが、選択肢dは「電子ファイルを保存するためのストレージを提供」であり、データの保管が中心で、センサー等の“モノ”からの収集・監視というIoTの典型要素がありません。選択肢cは、設備のセンサー情報をインターネット経由で集めて、スマートフォンで監視する流れが明確なので正解になります。ミス原因は、IoTの定義・典型要素を意識せずに「インターネット活用＝IoT」と判断した（問題文の意図を取り違えた）可能性があります。","IoTの典型構成（現場のセンサー/デバイス→ネットワーク→クラウド/サーバ等→可視化・監視/制御）をワンフレーズで説明できるようにし、選択肢問題では「センサーが出てくるか」「現場設備の状態を扱っているか」「監視・制御があるか」を最初にチェックしてから消去する練習をしてください。","0.62","false","シラバスVer.6.5","2026-07-05T14:06:53.130Z"
"5ad93b44-31d7-447b-90a0-5ebe763f690b","user_001","92b135da-cbd0-49f8-9032-c64a387b5df9","q_058","term_confusion","プロジェクト憲章（正式な認可・開始の根拠）;プロジェクトスコープ記述書（スコープの詳細を定める）;プロジェクトの開始/立上げに関する書類と、スコープ定義に関する書類の役割の混同","「新規プロジェクトを正式に認可する文書」という設問文の“認可”に対して、プロジェクトスコープ記述書（c）を選んでしまった可能性があります。プロジェクト憲章（b）は、プロジェクトの目的・上位目標、主要な役割（責任者の権限）などを定め、関係者を正式に立ち上げるための文書として扱われます。一方、プロジェクトスコープ記述書は、作業範囲（スコープ）を具体化する文書であり、「正式な認可」そのものを行う文書としてはずれやすいです。自信度が未回答のため断定は避けますが、用語の役割（憲章=認可、スコープ記述書=範囲の定義）を取り違えた可能性が高いです。","PM関連の基本文書の対応をセットで暗記し、特に「憲章＝正式な開始・認可」「スコープ記述書＝スコープの具体化」のように役割語（認可/開始 vs 範囲/詳細）で選ぶ練習をするとよいです。","0.66","false","シラバスVer.6.5","2026-07-05T14:07:02.007Z"
"bf7d8be6-e05d-4468-90fb-5b4543fcfb04","user_001","e6633453-2035-468d-a197-2e5412721b97","q_091","term_confusion","センサー（物理量→電気信号）;キャリアアグリゲーション（通信の周波数帯活用）;エッジコンピューティング（処理を端末側で行う考え方）;アクチュエーター（電気信号→動作）","設問は「外気温を電気信号に変換する役割」を問うており、これは一般にセンサーの機能です。一方で選択肢cのキャリアアグリゲーションは通信分野の用語で、外気温→電気信号の変換とは関係が薄いです。選んだ意図としては、IoTデバイス内の“何か通信や処理をする仕組み”を連想してしまい、センサーと別概念を混同した可能性があります（例：通信方式/ネットワーク関連を選んでしまった）。また、aのアクチュエーターは「窓を開閉する」側の動作に対応するため、設問の焦点（外気温→電気信号）からずれている点も、概念取り違えの根拠になります。","センサー／アクチュエーター／エッジコンピューティング／通信方式（キャリアアグリゲーション）を、役割（物理量→電気信号、電気信号→動作、端末側での処理、通信帯域のまとめ方）で対比して暗記し、問題文の「電気信号に変換」がセンサーを指す合図だと素早く特定する練習をしてください。","0.78","false","シラバスVer.6.5","2026-07-06T10:50:21.217Z"
"2e91fd64-3b39-4735-ac5c-00d5cf555681","user_001","6cc5cf5f-6478-485e-a9be-f0e5fcbf142c","q_087","wrong_after_narrowing_to_two","繰り上がり判定(2になると何を表示するか)の取り違え;IF(C3+C4=2,1,0)の値(繰り上がり=1)と、B5に表示すべき2の位の結果(合計=2なら0)の役割の混同","選択肢aとbはどちらも「合計(B2:B4)が2未満ならその値、合計が2なら(それぞれ0または1)、それ以外なら(それぞれ1または0)」という形でほぼ同じです。あなたはbを選んでおり、特に「合計=2のときにB5に何を表示するか」の値がaでは0、bでは1になっています。この差がそのまま誤答要因になった可能性が高いです（例題では合計=2なので、B5は0のはず）。ただし、問題文の条件整理（B2が“繰り上がり格納”であること）を取り違えていないか、または「B2:B4の合計」の定義を別の加算（例：B2を除く/桁の役割を混ぜる）として見た可能性は残ります。","2進数の加算を「各桁の和が0/1/2のどれになるか」だけでなく、「2なら繰り上がりが発生して、その桁の表示は0になる」ことを前提に、設問で指定されているセル範囲(B2:B4)の合計が“何を表しているか(繰り上げ+2の位)””を図にしてからIF条件(合計=2のときの出力)を選ぶ練習をしてください。","0.62","false","シラバスVer.6.5","2026-07-06T10:50:52.496Z"
"cac7a12b-eb14-4b6d-b0b2-88d9e2174088","user_001","6e1a60f2-6723-447a-a5ca-95e0466a3c61","q_101","misread_question","カウンタ初期値（a）の意味（6回繰り返す回数との関係）;右回りの方向転換角度（外角）と内角の区別;「処理回数のカウンタが6未満」の条件の読み取り（繰り返し回数の決まり方）","選択肢は誤りですが、正解が「a=0, b=60」であることから見ると、あなたは少なくともb（方向転換角）を誤認し、a側も結果として正解から外れた可能性があります。特に、六角形の方向転換角について内角120度（または別の角度）を外角60度と取り違えた場合、b=120を選びやすくなります。また、(4)が「カウンタが6未満の場合は戻る」なので、a=0なら0,1,2,3,4,5の計6回(3)が実行される一方、a=1だと1〜5の5回になってしまい、六角形になりません。今回選んだb=120は“条件の回数”以前に角度の定義（外角か内角か）を取り違えている可能性が高いです。ただし、今回「selected_choice=b（a=0,b=120）」なので、aの読み取りよりも方向転換角の誤読・混同が主因の可能性があります（断定はできません）。","六角形の正しい描画に必要な「方向転換角（外角）」を、360度÷辺数で求める練習を行い、あわせて(4)の“6未満”が意味する繰り返し回数（a=0なら6回、a=1なら5回）を、カウンタの値を表にして追跡する問題演習をする。","0.45","false","シラバスVer.6.5","2026-07-07T12:48:44.975Z"
"4810c24a-f94b-4e82-a676-f8d234e8c5a1","user_001","e1f0542f-1586-407b-b120-6acdeb2be3d8","e03815aa-1495-458e-8b34-a89ac9da5b61","knowledge_gap","正六角形の外角（1辺ごとの方向転換角）;(4)の条件によって(3)が何回実行されるか（aの初期値の解釈）;カウンタが「6未満の場合」に含まれる実行回数の数え方","選択肢は a=0,1 と b=60,120 の組合せで、正答は a=0, b=60（外角60°、辺数6）です。しかしあなたは a=1、b=60 の組（c）を選んでいるため、bは外角の理解ができていた可能性があります。一方で a については(4)「6未満の場合は(3)に戻る」から、(3)の実行回数が 6回必要である点のカウントがズレている可能性が高いです。例えば a=1 とすると、(3)は1〜5の5回になり正六角形にならないため、aの初期値と実行回数の関係の見落としが原因になっていると考えられます（ただし、この問題であなたがどこまで根拠を持って考えたかまでは追加情報がないため断定は控えます）。","(4)の条件「〜未満」のときに(3)が何回繰り返されるかを、a=0とa=1で実際に数を書き出す練習をし、そのうえで多角形の外角は360÷辺数で求める（正六角形なら外角60°）手順をセットで確認してください。","0.62","false","シラバスVer.6.5","2026-07-07T12:49:15.054Z"
"5129c991-c612-4ffa-912b-508985c39b3e","user_001","b3e7a347-5cfb-4e5b-81bd-9286ded9fdb0","q_fe_r7koukai_16","term_confusion","マーケットバスケット分析（購買の同時購入組合せ発見）;コンジョイント分析（嗜好/評価の構造を推定し商品属性の影響をみる）","POSなどの“購買履歴”から「一緒に買われる商品（同時購入の組合せ）」を見つけるのは、選択肢dのマーケットバスケット分析です。選択肢cのコンジョイント分析は、商品属性（価格・特徴など）に対する消費者の選好を推定するのが中心で、POSの同時購入組合せを発見する趣旨とはズレます。今回の誤りは、分析手法の用途を取り違えた可能性が高いです。","マーケットバスケット分析＝POS等の購入履歴から“同時購入（組合せ・関連）”を見つける、コンジョイント分析＝アンケート等から“属性の好み（効用）”を推定する、という目的ベースの整理を行い、各手法の一文定義で即判断できるように練習してください。","0.72","false","シラバスVer.9.2","2026-07-08T15:42:48.372Z"
"0893a3dd-9f04-4a98-9235-045d23191a6d","user_001","4419e0a9-f912-444f-a07e-9408d6dd35b7","toeic_sample_014","misread_question","emergency alarm test vs actual emergency;notice instruction (No action required) vs assumed evacuation","文中に「No action is required from tenants during the test（入居者は試験中に何もしなくてよい）」と明確にあります。にもかかわらずA（避難）が選ばれているため、テスト（試験）と実際の緊急事態を取り違えた、もしくは「emergency alarm system」という語に引っ張られて“アラーム＝避難”と即断した可能性が高いです。Aは文脈の「対応不要」に直接矛盾します。","「No action is required / during the test」のような指示語・条件節に下線を引き、アラームが“試験”か“緊急”かを最初に判別してから選択肢を照合する練習をしてください。","0.62","false","N/A","2026-07-09T14:39:22.585Z"
"2fb8f9b0-1faf-4215-88a7-c0cb71af44e7","user_001","5974ae43-edc1-4574-aa5c-56ec1d3c2236","toeic_sample_018","misread_question","이미 설치됨/준비 완료(이미 완료된 상태)と推測(間に合わない可能性)の取り違え","本文では「ポスターは金曜の午後まで準備できない」とあるため、“まだ利用できない/間に合わない可能性”が推測できます。一方、選択肢Bは「Danielがすでにポスターを設置した（完了している）」という内容で、本文には設置状況は書かれていません。おそらく設問の“inferred（推測）”の読み取りよりも、別の情報（Danielに関する行動があるように見える等）を強く結び付けて読み違えた可能性があります。ただし、Bを選ぶ直接の根拠が特定しきれないため、断定はできません。","短文メールの推測問題では、(1) 因果の根拠になる文（not be ready until Friday afternoon / trade show begins Friday morning など）を必ず抜き出し、(2) 選択肢の文が“本文に書いてある断定”か“推測で許される可能性”かをチェックしてから、本文にない人物の行動（設置済み等）が含まれる選択肢を消す練習をしてください。","0.45","false","N/A","2026-07-10T13:55:19.696Z"
"9e90fd98-eda1-420f-8acb-40c3e46ff2ef","user_001","7a47e817-b631-48b8-8d42-742ba9ca6889","toeic_sample_033","misread_question","instructions for employees;specific date instruction (August 13);use different entrance vs bring own food","問題文は「What are employees instructed to do?（従業員は何をするよう指示されていますか）」で、選択肢は「入口の利用方法」「食事の場所」「特定日の持ち物」「ラウンジ回避」など行動の種類が混在しています。あなたはC（Bring their own food on August 13）を選んでいるため、本文にある“別の入口を使う”指示を見落とし、別の情報（8/13に関する持ち物）と結びつけてしまった可能性があります。自信度が未回答なので、誤読か情報取り違えの可能性が主となります。","本文の指示動詞（instructed/please/requiredなど）に注目して「誰が・何をするか」を選択肢から素早く特定し、特定日時（August 13）や場所（Conference Room B, employee lounge）などの“条件情報”が出てきても、質問が求める主行動と一致しているかを最後に照合する練習をしてください。","0.55","false","N/A","2026-07-10T13:55:42.496Z"
"f513cff8-0b12-4d58-956d-c1a70f6e1c9f","user_001","7a31bb07-e395-4bbb-80c0-4445b1cdcd9b","toeic_sample_003","term_confusion","respond（動詞）;respond to A（〜に応答する）;responded to（過去分詞＋前置詞toの形が必要）;responding（動名詞/現在分詞で文法的に合わない可能性）","選択肢cのrespondingを選んだため、空所に入れるべき形が「must be +（過去分詞）」ではなく、現在分詞/動名詞形だと誤認した可能性があります。本問は受動の構文（must be ～）で、かつ「respond to A（Aに応答する）」の決まった形が必要なので、responded to が要求されます。respondingは文脈上の受動形を満たさず、またtoを伴う形の整合もしにくいので誤答になりやすいです。","受動構文（must be + 過去分詞）とセットで、respond to の決まったコロケーションを優先的に確認する練習（must be responded to / be expected to / be required to の形で、to以下も一緒に暗記する）を行う。","0.58","false","N/A","2026-07-10T14:06:19.935Z"
"e234236c-51e9-47ac-b200-ccb378cbb521","user_001","e6cf6b2d-80c9-41bd-998e-791be751d703","toeic_sample_002","misread_question","before the meeting started（過去の基準時点）に合わせた時制選択;現在完了（has reviewed）と単純過去（reviewed）の使い分け","設問は「会議が始まる前に、マネージャーが最終の予算案をすでに検討していた」という過去の基準時点（before the meeting started）を明確に含みます。そこで時制は単純過去（reviewed）が必要です。選択肢cのhas reviewedは現在完了で「（たとえば今につながる形で）すでに〜した」を表しますが、この文では“before the meeting started”が過去の時点を固定しているため現在完了になりにくいです。cを選んだのは、過去の基準時点に引っ張られて時制を選ぶ意識が弱かったか、現在完了の「already」のイメージで誤ってしまった可能性があります（1問だけなので断定はできません）。","「before / by the time / when + 過去」など過去の基準時点がある文では単純過去を選ぶ、現在完了（has reviewed）は“過去の出来事が現在に影響する/現在までの継続”を示すときに選ぶ、というルールを例文で交互に確認する練習をしてください。","0.62","false","N/A","2026-07-10T14:06:28.526Z"
"379e18ac-b8e8-445b-bf21-84e28ee63579","user_001","dbe1ac16-6369-4bc0-bd0c-1459d396b887","toeic_sample_019","misread_question","check the figures in the summary table;request new survey questions","メール本文は「サーベイ結果を送ってくれてありがとう。管理部に提示する前に、各メンバーにサマリ表の数値を確認してほしい」「特に地域別売上は注意してほしい（昨日、2つの支店が修正データを報告）」という内容です。よって意図は“データの確認依頼”。選択肢Cの「新しいサーベイ質問の依頼」は本文に言及がないため、設問「Why did Luis write this email?」に対して本文の指示部分（確認してほしい）を取り違えた、または設問全体の要旨を読み違えた可能性が高いです。","「目的」を問う設問では、本文の指示動詞（check/pay special attention）と目的語（figures in the summary table）に着目して、選択肢の動作が本文の内容と一致するかを確認する練習をしましょう。","0.72","false","N/A","2026-07-10T14:06:36.732Z"
